"...1","ContactID","Country of Programming","Gender","Nationality","Speaks.English","Speaks.Arabic","Speaks.Amazigh","Speaks.French","Age","Beneficiary.Specialization","Level.of.Education","Highest.Education.Graduation.Date","Currently.Studying","Current.Institution.Type","EFE.Graduation.Date","X..of.Days.Since.Graduation","Mailing.City","Mailing.State.Province","Last.Reached.By.Survey","Number.Days.Until.Job.Placement","Earliest.Job.Placement.Start.Date","Earliest.Job.Placement.Type","Retained.Job.as.of.last.Status.Check","Number.Days.Retained.Job","Continuously.Working","X..Of.Days.Continuously.Working","pl_grad","pl_grad_data","pl_3","pl_3_data","pl_6","pl_6_data","pl_9","pl_9_data","pl_12","pl_12_data","X3.Month.Job.Retention","X3.Month.Continuously.Working","X3.Month.Post.Placement.Data.Avail.YES","X6.Month.Job.Retention","X6.Month.Continuously.Working","X6.Month.Post.Placement.Data.Avail.YES","X9.Month.Job.Retention","X9.Month.Continuously.Working","X9.Month.Post.Placement.Data.Avail.YES","X12.Month.Job.Retention","X12.Month.Continuously.Working","X12.Month.Post.Placement.Data.Avail.YES","Contact.Record.Type.y","Application.Status","Application..Created.Date","Program.would.you.like.to.apply.","Marital.Status","Expected.Graduation.Date","Currently.Working.","Currently.Looking.for.Job.","Duration.Looking.for.Job","Main.Obstacle.to.Secure.Job","Other.Obstacle","Current.Position.Type","Current.Contract.Type","Other.Contract.Type..Current.","Fixed.Term.Contract.Length..Current.","Current.Business.Start.Date","How.Created.Current.Business","Current.Business.Registered.","Business.Generating.Revenue.","Has.Had.Internship","Current.Internship.Start.Date","Has.Had.Paid.Job","Current.Employment.Start.Date","Received.Prior.Prof.Skills.Training.","Motivation.for.Training","Other.Motivation.for.Training","How.Learned.of.EFE","X1st.Preferred.Industry.of.Employment","X2nd.Preferred.Industry.of.Employment","Preferred.Industry.Other","Commit.to.Participation...Attendance","Number.Family.Members","Number.Family.Members.Working","Monthly.Family.Income","Previous.Work.Experience","Number.of.Previous.Jobs","Job.Tenure.in.Months..First.","First.Previous.Job.Salary","Reason.Left.Job..First.","Job.Tenure.in.Months..Second.","Second.Previous.Job.Salary","Reason.Left.Job..Second.","Job.Tenure.in.Months..Third.","Third.Previous.Job.Salary","Reason.Left.Job..Third.","Received.Other.Scholarship.","Scholarship.Details","Registered.Under.Social.Security","Internally.Displaced.Person.","Lives.in.IDP.camp.or.shelter.","Against.attending.training.online.","Strength.of.Applicant.Internet","Against.working.in.mixed.environment.","Years.of.Experience","English.Proficiency","Computer.Proficiency","NumApps","months_job","sorting","Retention_6_months","Retention at 6 Months","Retention_3_months","Retention at 3 Months","Retention_9_months","Retention at 9 Months","Retention_12_months","Retention at 12 Months","ConfidencePost","ConfidencePre","ConfidenceChange","ConfidencePercent","EfficacyPost","EfficacyPre","EfficacyChange","EfficacyPercent"
27,4700,"Egypt Beneficiary","Male","Egypt",1,0,0,0,26,"Business administration","University Degree",2017-06-20,0,"NA",2022-03-01,233,NA,"Suez",2022-09-22 09:33:00,137,2022-07-16,"Self-Employed/Own Business",1,68,1,68,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Egypt Beneficiary","Enrolled",2022-02-26,"Job Training and Placement","Single",NA,"No","Yes","3 Months or Less","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"No","Work in Field That This Training is Focused",NA,"Friend","Advertising/Marketing/PR","Tourism/hospitality",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 6 Months",3,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
29,1915,"Morocco Beneficiary","Female","Morocco",0,1,0,0,36,NA,"Less than Niveau Bac",NA,0,"NA",2021-05-29,509,"Tangier","Tanger-Tétouan-Al Hoceïma",2022-04-22 07:16:00,2,2021-05-31,"Full-time",1,326,1,326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,"Morocco Beneficiary","Enrolled",2021-05-28,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Insufficient job search resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Help Me Find a Job",NA,"ANAPEC","Electronics / Automotive / Aerospace","Electronics / Automotive / Aerospace",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,1,"Yes",1,"Yes",1,"Yes",NA,"Data Not Available",25,19,6,31.58%,24,17,7,41.18%
30,5154,"Jordan Beneficiary","Female","Jordan",0,1,0,0,30,"Advertising/Marketing/Public Relations","University Degree",2016-10-19,0,"NA",2021-11-11,343,NA,"Tafilah",2022-01-12 16:45:00,3,2021-11-14,"Full-time",1,59,1,59,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"Jordan Beneficiary","Enrolled",2021-10-18,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",4,1,270,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,0,"No",0,"No",0,"No",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
31,1919,"Morocco Beneficiary","Female","Morocco",0,1,0,0,19,NA,"Less than Niveau Bac",NA,0,"NA",2021-05-29,509,"Tangier","Tanger-Tétouan-Al Hoceïma",2021-06-18 07:07:00,2,2021-05-31,"Full-time",1,18,1,18,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"Morocco Beneficiary","Enrolled",2021-05-28,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Help Me Find a Job",NA,"ANAPEC","Electronics / Automotive / Aerospace","Electronics / Automotive / Aerospace",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,0,"No",0,"No",0,"No",NA,"Data Not Available",24,22,2,9.09%,25,24,1,4.17%
32,5152,"Jordan Beneficiary","Female","Jordan",0,1,0,0,19,NA,"Tawjihi ? Incomplete",NA,0,"NA",2021-11-11,343,NA,"Tafilah",2022-09-20 05:31:00,3,2021-11-14,"Full-time",1,310,1,310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,"Jordan Beneficiary","Enrolled",2021-10-18,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",11,1,400,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,1,"Yes",1,"Yes",1,"Yes",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
34,1845,"Morocco Beneficiary","Female","Morocco",0,1,0,1,24,"No Specialization or specific area of study","Niveau Bac / Bac",2018-07-31,0,"NA",2021-05-22,516,"Tangier","Tanger-Tétouan-Al Hoceïma",2022-03-02 10:18:00,2,2021-05-24,"Full-time",1,282,1,282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,"Morocco Beneficiary","Enrolled",2021-05-24,"Pathways to a Job",NA,NA,"Yes",NA,NA,NA,NA,"Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-01,"Yes","Improve Professional Skills",NA,"ANAPEC","Electronics / Automotive / Aerospace","Electronics / Automotive / Aerospace",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,1,"Yes",1,"Yes",1,"Yes",NA,"Data Not Available",24,18,6,33.33%,22,19,3,15.79%
35,5155,"Jordan Beneficiary","Female","Jordan",0,1,0,0,32,NA,"Tawjihi ? Incomplete",NA,0,"NA",2021-11-11,343,NA,"Tafilah",2022-01-12 16:43:00,3,2021-11-14,"Full-time",1,59,1,59,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"Jordan Beneficiary","Enrolled",2021-10-18,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",7,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,0,"No",0,"No",0,"No",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
36,4969,"Jordan Beneficiary","Male","Syria",0,1,0,0,33,NA,"Tawjihi ? Incomplete",NA,0,"NA",2021-10-03,382,NA,"East Amman",2022-09-05 06:57:00,210,2022-05-01,"Full-time",1,127,1,127,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-10-10,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Friend","Factory production",NA,NA,"Yes",8,1,350,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 9 Months",4,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
37,1844,"Morocco Beneficiary","Female","Morocco",0,1,0,1,27,"No Specialization or specific area of study","Niveau Bac / Bac",2017-07-31,0,"NA",2021-05-22,516,"Béni Mellal","Béni Mellal-Khénifra",2021-06-22 07:31:00,2,2021-05-24,"Full-time",1,29,1,29,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"Morocco Beneficiary","Enrolled",2021-05-24,"Pathways to a Job",NA,NA,"No","Yes","3 Months or Less","Insufficient job search resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Improve Professional Skills",NA,"ANAPEC","Electronics / Automotive / Aerospace","Electronics / Automotive / Aerospace",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,0,"No",0,"No",0,"No",NA,"Data Not Available",23,14,9,64.29%,23,16,7,43.75%
38,5159,"Jordan Beneficiary","Female","Jordan",0,1,0,0,25,NA,"Tawjihi ? Incomplete",NA,0,"NA",2021-11-11,343,NA,"Tafilah",2022-07-14 05:41:00,3,2021-11-14,"Full-time",0,150,1,150,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,"Jordan Beneficiary","Enrolled",2021-10-18,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",4,1,250,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,0,"No",1,"Yes",0,"No",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
39,1849,"Morocco Beneficiary","Female","Morocco",0,1,0,0,24,"No Specialization or specific area of study","Niveau Bac / Bac",2017-07-31,0,"NA",2021-05-22,516,"Tangier","Tanger-Tétouan-Al Hoceïma",2022-03-02 10:05:59,2,2021-05-24,"Full-time",0,280,1,280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,"Morocco Beneficiary","Enrolled",2021-05-24,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Improve Professional Skills",NA,"ANAPEC","Electronics / Automotive / Aerospace","Electronics / Automotive / Aerospace",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,1,"Yes",1,"Yes",1,"Yes",NA,"Data Not Available",23,18,5,27.78%,22,22,0,0.00%
40,2929,"Jordan Beneficiary","Female","Jordan",1,1,0,0,31,"Computer science/Information technology","University Degree",2017-07-05,0,"NA",2021-12-29,295,NA,"Russeifa",2022-09-11 07:47:00,10,2022-01-08,"Full-time",0,51,0,51,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,"Jordan Beneficiary","Enrolled",2021-11-20,"Job Training and Placement","Single",NA,"No","Yes","More than 1 Year","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"No","Improve Professional Skills",NA,"Facebook","Cuisine","Tourism/hospitality",NA,"Yes",7,1,300,NA,"1",9,300,"Job not sufficiently prestigious",NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,0,"No",0,"No",0,"No",0,"No",NA,NA,NA, NA,NA,NA,NA, NA
42,3132,"Egypt Beneficiary","Male","Egypt",1,1,0,0,27,"Other","University Degree",2018-06-25,0,"NA",2021-12-30,294,NA,"Luxor",2022-07-18 10:37:00,17,2022-01-16,"Full-time",1,183,1,183,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Egypt Beneficiary","Enrolled",2021-11-26,"Job Training and Placement","Single",NA,"Yes",NA,NA,NA,NA,"Temporary or seasonal","Limited Term Contract (Part-Time)",NA,"Less than 6 months",NA,NA,NA,NA,NA,NA,NA,2021-11-01,"No","Work in Field That This Training is Focused",NA,"Facebook","Agriculture","Education/Academia",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,1,"Yes",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",25,21,4,19.05%,25,23,2,8.70%
44,1917,"Morocco Beneficiary","Female","Morocco",0,1,0,0,28,NA,"Less than Niveau Bac",NA,0,"NA",2021-05-29,509,"Other OUAZZANE","Tanger-Tétouan-Al Hoceïma",2021-06-18 07:05:00,2,2021-05-31,"Full-time",1,18,1,18,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"Morocco Beneficiary","Enrolled",2021-05-28,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Help Me Find a Job",NA,"ANAPEC","Electronics / Automotive / Aerospace","Electronics / Automotive / Aerospace",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,0,"No",0,"No",0,"No",NA,"Data Not Available",24,21,3,14.29%,25,24,1,4.17%
45,5466,"Morocco Beneficiary","Female","Morocco",0,1,0,0,24,"Social Sciences","Niveau Bac / Bac",2015-06-22,0,"NA",2022-03-24,210,"Tangier","Tanger-Tétouan-Al Hoceïma",2022-08-03 06:42:00,60,2022-05-23,"Full-time",1,72,1,72,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-03-21,"Pathways to a Job",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to prepare for interviews",NA,"ANAPEC","Electronics / Automotive / Aerospace","Electronics / Automotive / Aerospace",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",21,22,-1,-4.55%,24,23,1,4.35%
48,1914,"Morocco Beneficiary","Female","Morocco",0,1,0,0,28,NA,"Less than Niveau Bac",NA,0,"NA",2021-05-29,509,"Kénitra","Rabat-Salé-Kénitra",2021-11-03 11:00:00,2,2021-05-31,"Full-time",0,123,0,123,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,"Morocco Beneficiary","Enrolled",2021-05-28,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Help Me Find a Job",NA,"ANAPEC","Electronics / Automotive / Aerospace","Electronics / Automotive / Aerospace",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,0,"No",1,"Yes",0,"No",0,"No",25,25,0,0.00%,25,20,5,25.00%
49,1375,"Palestine Beneficiary","Male","Palestine",1,1,0,0,20,"Computer science/Information technology","Secondary school diploma",2019-06-13,0,"NA",2021-04-11,557,NA,"Gaza City",2021-10-17 06:13:00,6,2021-04-17,"Full-time",0,106,0,106,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,"Palestine Beneficiary","Accepted",2021-04-03,"Job Training and Placement","Single",2023-04-02,"Yes",NA,NA,NA,NA,"Unpaid internship",NA,NA,NA,NA,NA,NA,NA,NA,2021-03-21,"Yes",NA,"No","My Employer Recommended This Training",NA,"Other","Banking/Finance","Information technology",NA,"Yes",NA,NA,NA,NA,"1",6,500,"Focused on studying",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Weak",NA,NA,"Intermediate","Good",1,"Placed at Graduation",1,0,"No",1,"Yes",0,"No",0,"No",NA,NA,NA, NA,NA,NA,NA, NA
50,5484,"Morocco Beneficiary","Male","Morocco",0,1,0,1,22,"Social Sciences","Niveau Bac / Bac",2021-06-18,0,"NA",2022-03-24,210,"Other SIDI SLIMANE","Rabat-Salé-Kénitra",2022-08-03 05:54:00,32,2022-04-25,"Full-time",1,100,1,100,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-03-21,"Pathways to a Job",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to interview effectively",NA,"ANAPEC","Electronics / Automotive / Aerospace","Electronics / Automotive / Aerospace",NA,"No",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",24,20,4,20.00%,20,17,3,17.65%
51,1922,"Morocco Beneficiary","Female","Morocco",0,1,0,0,32,NA,"Less than Niveau Bac",NA,0,"NA",2021-05-29,509,"Other BELKSAIRI","Tanger-Tétouan-Al Hoceïma",2021-06-18 07:09:00,2,2021-05-31,"Full-time",1,18,1,18,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"Morocco Beneficiary","Enrolled",2021-05-28,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Help Me Find a Job",NA,"ANAPEC","Electronics / Automotive / Aerospace","Electronics / Automotive / Aerospace",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,0,"No",0,"No",0,"No",NA,"Data Not Available",22,9,13,144.44%,24,12,12,100.00%
52,1390,"Palestine Beneficiary","Male","Palestine",0,1,0,0,28,"Other","Secondary school diploma",2011-08-10,0,"NA",2021-04-11,557,NA,"Gaza City",2022-04-23 10:14:00,6,2021-04-17,"Full-time",1,371,1,371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Palestine Beneficiary","Accepted",2021-04-03,"Job Training and Placement","Married",NA,"Yes",NA,NA,NA,NA,"Unpaid internship",NA,NA,NA,NA,NA,NA,NA,NA,2021-03-21,"No",NA,"No","Help Me Find a Job",NA,"Other","Other",NA,"???? ??????","Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Strong",NA,NA,NA,"Poor",1,"Placed at Graduation",1,1,"Yes",1,"Yes",1,"Yes",1,"Yes",NA,NA,NA, NA,NA,NA,NA, NA
54,1925,"Morocco Beneficiary","Male","Morocco",0,1,0,0,19,NA,"Less than Niveau Bac",NA,0,"NA",2021-05-29,509,"Tangier","Tanger-Tétouan-Al Hoceïma",2021-06-18 07:11:00,2,2021-05-31,"Full-time",1,18,1,18,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"Morocco Beneficiary","Enrolled",2021-05-28,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Help Me Find a Job",NA,"ANAPEC","Agribusiness/Food","Agribusiness/Food",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,0,"No",0,"No",0,"No",NA,"Data Not Available",23,20,3,15.00%,24,18,6,33.33%
55,1372,"Palestine Beneficiary","Male","Palestine",1,1,0,0,21,"Other","Other",2020-07-06,0,"NA",2021-04-11,557,NA,"Gaza City",2022-04-23 10:20:00,6,2021-04-17,"Full-time",1,371,1,371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Palestine Beneficiary","Accepted",2021-04-03,"Job Training and Placement","Single",NA,"Yes",NA,NA,NA,NA,"Unpaid internship",NA,NA,NA,NA,NA,NA,NA,NA,2021-03-21,"No",NA,"No","Improve Job Search Skills",NA,"Other","Other","Advertising/Marketing/PR","?????","Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Strong",NA,NA,"Intermediate","Good",1,"Placed at Graduation",1,1,"Yes",1,"Yes",1,"Yes",1,"Yes",NA,NA,NA, NA,NA,NA,NA, NA
56,488,"Jordan Beneficiary","Male","Jordan",1,1,0,0,25,"Other","University Degree",2020-09-10,0,"NA",2021-02-18,609,NA,"East Amman",2022-01-23 06:28:00,72,2021-05-01,"Part-time",1,267,1,267,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,"Jordan Beneficiary","Enrolled",2021-01-07,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"No","Improve Job Search Skills",NA,"Family member","Banking/Finance","Information technology",NA,"Yes",6,1,1000,NA,"More than 2",4,350,"Focused on studying",6,300,"Focused on studying",3,300,"Focused on studying","No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,1,"Yes",1,"Yes",0,"No",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
57,1383,"Palestine Beneficiary","Male","Palestine",0,1,0,0,23,"Other","Secondary school diploma",2017-07-05,0,"NA",2021-04-11,557,NA,"Gaza City",2022-04-23 10:27:00,6,2021-04-17,"Full-time",1,371,1,371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Palestine Beneficiary","Accepted",2021-04-03,"Job Training and Placement","Single",NA,"Yes",NA,NA,NA,NA,"Unpaid internship",NA,NA,NA,NA,NA,NA,NA,NA,2021-03-21,"No",NA,"No","Improve Job Search Skills",NA,"Other","Other",NA,"???? ??????","Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Strong",NA,NA,NA,"Average",1,"Placed at Graduation",1,1,"Yes",1,"Yes",1,"Yes",1,"Yes",NA,NA,NA, NA,NA,NA,NA, NA
59,3688,"Egypt Beneficiary","Female","Egypt",0,1,0,0,24,"Medical/Health","Vocational diploma",2016-06-01,0,"NA",2022-01-15,278,NA,"Cairo",2022-09-26 09:20:59,49,2022-03-05,"Unpaid internship",0,88,0,88,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,"Egypt Beneficiary","Enrolled",2021-12-27,"Job Training and Placement","Single",NA,"No","Yes","3 Months or Less","Insufficient job search resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Improve Professional Skills",NA,"EFE Partner organization","Medical",NA,NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,0,"No",0,"No",0,"No",0,"No",NA,NA,NA, NA,NA,NA,NA, NA
60,1376,"Palestine Beneficiary","Male","Palestine",0,1,0,0,27,"Other","Vocational diploma",2015-07-07,0,"NA",2021-04-11,557,NA,"Gaza City",2022-04-23 10:17:00,6,2021-04-17,"Full-time",1,371,1,371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Palestine Beneficiary","Accepted",2021-04-03,"Job Training and Placement","Single",NA,"No","Yes","10-12 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"Yes","Improve Professional Skills",NA,"EFE Alumni","Engineering","Automotive/Mechanic",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Very Weak",NA,NA,NA,"Excellent",1,"Placed at Graduation",1,1,"Yes",1,"Yes",1,"Yes",1,"Yes",NA,NA,NA, NA,NA,NA,NA, NA
